2024-01-12 at 14:45:59 | INFO | Creating the Mismatch Database
2024-01-12 at 14:47:57 | INFO | Created: pan-ebola-1000-0.005/work/mismatch.db
2024-01-12 at 14:48:07 | INFO | Read in MSA: all-ebola.align	seqs:2752	cols:21142
2024-01-12 at 15:02:55 | DEBUG | FKmer: 18	WalksOut
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4237	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4238	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4239	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4240	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4241	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4242	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4243	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4244	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4245	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4246	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4247	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4248	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4249	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4250	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4251	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4252	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4253: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4254: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4255: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4256	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4257	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4258	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4259	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4260	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4261	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4262	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4263	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4264	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4265	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4266	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4267	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4268	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4269	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4270	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4271	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4272	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4273	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4274	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4275	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4276	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4277	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4278	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4279	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4280	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4281: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4282: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4283: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4284: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4285: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4286	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4287	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4288: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4289	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4290	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4291	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4292	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4293	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4294	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4295	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4296	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4297	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4298	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4299	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4300	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4301	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4302	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4303	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4304	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4305	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4306	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4307	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4308	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4309	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4310	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4311	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4312	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4313	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4314	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4315	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4316	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4317	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4318	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4319: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4320: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4321: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4322: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4323: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4324: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4325: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4326	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4327	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4328	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4329	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4330	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4331	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4332	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4333	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4334	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4335	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4336	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4337	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4338	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4339	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4340	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4341	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4342	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4343	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4344	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4345	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4346	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4347	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4348	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4349	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4350	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4351	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4352	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4353	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4354	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4355	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4356	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4357	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4358	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4359	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4360	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4361	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4362	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4363	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4364	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4365	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4366	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4367	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4368	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4369	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4370	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4371	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4372	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4373	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4374	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4375	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4376	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4377	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4378	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4379	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4380	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4381	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4382	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4383	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4384	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4385	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4386	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4387	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4388	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4389	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4390	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4391	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4392	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4393	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4394	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4395	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4396	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4397	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4398	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4399	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4400	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4401	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4402	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4403	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4404	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4405	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4406	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4407	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4408	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4409	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4410	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4411	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4412	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4413	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4414	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4415	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4416	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4417	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4418	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4419	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4420	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4421	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4422	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4423: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4424: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4425: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4426: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4427: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4428: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4429: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4430: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4431: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4432: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4433: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4434	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4435: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4436	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4437	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4438	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4439: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4440: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4441: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4442: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4443: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4444: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4445	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4446: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4447: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4448	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4449	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4450: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4451: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4452	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4453: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4454: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4455: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4456: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4457	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4458	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4459	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4460	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4461: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4462: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4463	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4464	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4465	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4466	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4467	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4468	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4469: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4470	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4471	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4472	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4473	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4474	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4475: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4476: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4477	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4478	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4479	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4480	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4481	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4482	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4483	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4484	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4485	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4486	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4487	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4488	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4489	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4490	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4491	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4492	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4493	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4494: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4495	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4496	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4497	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4498	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4499	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4500	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4501	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4502	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4503	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4504	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4505	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4506	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4507	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4508	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4509	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4510	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4511	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4512	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4513	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4514	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4515	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4516	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4517	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4518	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4519	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4520	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4521	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4522	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4523	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4524	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4525	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4526	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4527	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4528	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4529	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4530	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4531	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4532	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4533	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4534	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4535	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4536	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4537	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4538	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4539	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4540	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4541	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4542	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4543	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4544	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4545	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4546	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4547	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4548	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4549: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4550: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4551	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4552	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4553	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4554	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4555	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4556	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4557	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4558	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4559	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4560	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4561	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4562	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4563	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4564	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4565	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4566	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4567	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4568	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4569	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4570	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4571: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4572: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4573	DimerFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4574: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4575: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4576: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4577: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4578: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4579: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4580: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4581: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4582: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4583: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4584: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4585: AllPass
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4586	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4587	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4588	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4589	HairpinFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4590	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4591	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4592	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4593	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4594	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4595	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4596	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4597	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4598	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4599	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4600	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4601	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4602	ThermoFail
2024-01-12 at 15:02:55 | DEBUG | FKmer: 4603	HairpinFail
